Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate
04325015,RELAXED FIT VISCOSE-LINEN PARKA - Mink | ZARA United States,GENERAL,Mink,299.0,,"
54",True,16950.0,181.05,,"
54",,True,117.95,46% linen | 55% polyester | 65% cotton | 35% polyester | 35% RCS-certified recycled polyester | 65% OCS certified organically grown cotton,Morocco,2026-03-22,93.62
04620040,REGULAR FIT DOUBLE BREASTED TRENCH COAT - Beige | ZARA United States,GENERAL,Beige,179.0,,"
100",True,10950.0,116.96,,"
100",,True,62.04,100% cotton | 64% cotton | 36% polyester | 42% polyester | 100% OCS certified organically grown cotton | 42% RCS-certified recycled polyester | 36% RCS-certified recycled polyester | 64% OCS certified organically grown cotton,Morocco,2026-03-22,93.62
03918160,QUILTED TECHNICAL TRENCH COAT WITH FIREMAN CLASP - Navy blue | ZARA United States,MAN,Navy blue,169.0,,"
70",True,9550.0,102.01,,"
70",,True,66.99,30% cotton | 65% polyester | 35% cotton | 100% polyester | 30% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,China,2026-03-22,93.62
06096350,DOUBLE BREASTED POCKET OVERCOAT - Black | ZARA United States,GENERAL,Black,169.0,,"
52",True,9550.0,102.01,,"
52",,True,66.99,52% wool | 43% polyester | 68% polyester | 32% cotton | 43% RCS-certified recycled polyester | 52% RCS-certified recycled wool,China,2026-03-22,93.62
02949310,REGULAR FIT WOOL COAT - Black | ZARA United States,GENERAL,Black,179.0,,"
54",True,10950.0,116.96,,"
54",,True,62.04,54% wool | 33% polyester | 100% polyester | 33% RCS-certified recycled polyester | 54% RCS-certified recycled wool | 100% RCS-certified recycled polyester,Cambodia,2026-03-22,93.62
04058500,MANTECO® ORIGINS WATER REPELLENT TRENCH COAT - Brown / Taupe | ZARA United States,MAN,Brown / Taupe,229.0,,"
100",True,13950.0,149.01,,"
100",,True,79.99,100% cotton | 48% polyester | 100% OCS certified organically grown cotton | 48% RCS-certified recycled polyester,Morocco,2026-03-22,93.62
04311011,RELAXED FIT TECHNICAL TRENCH - Light gray | ZARA United States,GENERAL,Light gray,229.0,,"
63",True,13950.0,149.01,,"
63",,True,79.99,63% cotton | 37% polyester | 100% polyester | 35% polyester | 63% OCS certified organically grown cotton | 37% RCS-certified recycled polyester | 100% RCS-certified recycled polyester | 35% RCS-certified recycled polyester,Morocco,2026-03-22,93.62
04263617,CONTRAST COLLAR TRENCH COAT - Dark green | ZARA United States,GENERAL,Dark green,229.0,,"
100",True,13950.0,149.01,,"
100",,True,79.99,100% cotton | 100% polyester | 35% polyester | 100% OCS certified organically grown cotton | 100% RCS-certified recycled polyester | 35% RCS-certified recycled polyester,Morocco,2026-03-22,93.62
09330896,DOUBLE BREASTED MANTECO® WOOL BLEND COAT AARON LEVINE X ZARA - Light brown | ZARA United States,MAN,Light brown,299.0,,"
90",True,17950.0,191.73,,"
90",,True,107.27,90% wool | 48% polyester | 90% RCS-certified recycled wool | 48% RCS-certified recycled polyester,Morocco,2026-03-22,93.62
05854310,COMBINATION COLLAR TECHNICAL PARKA AARON LEVINE X ZARA - Gray / Blue | ZARA United States,GENERAL,Gray / Blue,249.0,,"
69",True,14950.0,159.69,,"
69",,True,89.31,69% cotton | 71% polyester | 24% wool | 66% polyester | 55% cotton | 45% polyester | 69% OCS certified organically grown cotton | 24% RCS-certified recycled wool | 71% RCS-certified recycled polyester | 66% RCS-certified recycled polyester | 55% RCS-certified recycled cotton | 45% RCS-certified recycled polyester,China,2026-03-22,93.62
